CIT_ID_NO,legal_form_pol,legal_form_pol_english,sector_pol,sector_long,sector,province_pol,province,revenue,revenue_poland,revenue_outside_poland,revenue_outside_poland_other,expenditure,tax_deductible_expenditure_poland,tax_deductible_expenditure_outside_poland,tax_deductible_expenditure_outside_poland_other,tax_deductible_expediture_intellectual_property,tax_deductible_expenditure_on_interest_income,income_art_7_2_total,loss_art_7_2_total,loss_art_7_3_4_a,income,loss,tax_free_income_total,tax_free_income_statistic_purpose_art_17_1_4d_etc,tax_free_income_art_17_1_4,tax_free_income_non_agriculture_art_17_1_4e,tax_free_income_subsidies_art_17_1_21,tax_free_income_art_17_1_23_24,tax_free_income_art_17_1_34,tax_free_income_art_17_1_39,tax_free_income_housing_coops_art_17_1_44,tax_free_income_subsidies_state_local_art_17_1_47,tax_free_income_amounts_government_agencies_art_17_1_48,tax_free_income_agriculture_producer_groups_art_17_1_49,tax_free_income_financial_programs_central_europe_art_17_1_52,tax_free_income_environmental_finances_art_17_1_53,tax_free_income_other_art_17_1,tax_free_income_other,deductions_from_income_total,loss_from_previous_years,deductions_from_income_art_18_1_1,deductions_from_income_art_18_1_7,tax_base_before_deductions,deductions_from_tax_base,income_tax_base_after_deductions,tax_rate,tax,tax_due
119,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,04 Kujawsko-Pomorskie,Kujawsko-Pomorskie,8645974.13,8645974.13,0,0,8858892.29,8858892.29,0,0,0,0,0,212918.16,0,0,212918.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
120,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,J Informacja i komunikacja,J Information and communication,ICT,14 Mazowieckie,Mazowieckie,8645966.64,8645966.64,0,0,8042254.23,8042254.23,0,0,0,0,603712.41,0,0,603712.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44000,0,44000,0,559712.41,0,559712,19,106345.28,106345
121,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,04 Kujawsko-Pomorskie,Kujawsko-Pomorskie,8645734.33,8645734.33,0,0,6546616.29,6546616.29,0,0,0,0,2099118.04,0,0,2099118.04,0,917889.01,0,0,0,0,0,0,0,917889.01,0,0,0,0,0,0,0,0,0,0,0,1181229.03,0,1181229,19,224433.51,224434
122,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,E Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,"E Water supply; sewerage, waste management and remediation activities",Utilities,02 Dolnośląskie,Dolnośląskie,8645067.54,8645067.54,0,0,7746045.82,7746045.82,0,0,0,0,899021.72,0,0,899021.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899021.72,0,899022,19,170814.18,170814
123,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,E Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,"E Water supply; sewerage, waste management and remediation activities",Utilities,12 Małopolskie,Małopolskie,8644750.35,8644750.35,0,0,9042260.06,9042260.06,0,0,0,0,0,397509.71,0,0,397509.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
124,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,30 Wielkopolskie,Wielkopolskie,8644044.58,8644044.58,0,0,8531166.58,8531166.58,0,0,0,0,112878,0,0,112878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112878,0,112878,19,21446.82,21447
125,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"M Działalność profesjonalna, naukowa i techniczna","M Professional, scientific and technical activities",Professional/Scientific,30 Wielkopolskie,Wielkopolskie,8643310.38,8643310.38,0,0,6870960.56,6870960.56,0,0,0,0,1772349.82,0,0,1772349.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1772349.82,0,1772350,19,336746.5,336747
126,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,30 Wielkopolskie,Wielkopolskie,8642796.19,8642796.19,0,0,8208556.17,8208556.17,0,0,0,0,434240.02,0,0,434240.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434240.02,0,434240,19,82505.6,82506
127,OSP.57 Stowarzyszenia kultury fizycznej,OSP.57 Physical culture associations,"R Działalność związana z kulturą, rozrywką i rekreacją","R Activities related to culture, entertainment and recreation",Entertainment,30 Wielkopolskie,Wielkopolskie,8641140.7,8641140.7,0,0,8324717.96,8324717.96,0,0,0,0,316422.74,0,0,316422.74,0,316422.74,316422.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
128,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,24 Śląskie,Śląskie,8639245.93,8639245.93,0,0,6911267.11,6911267.11,0,0,0,0,1727978.82,0,0,1727978.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,20000,0,1707978.82,0,1707979,19,324516.01,324516
129,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"D Wytwarzanie i zaopatrywanie w energię elektryczną, gaz, parę wodną, gorącą wodę i powietrze do układów klimatyzacyjnych","D Production and supply of electricity, gas, steam, hot water and air for air conditioning systems",Utilities,14 Mazowieckie,Mazowieckie,8638864.42,8638864.42,0,0,8127932.75,8127932.75,0,0,0,0,510931.67,0,0,510931.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57975.1,57975.1,0,0,452956.57,0,452957,19,86061.83,86062
130,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,28 Warmińsko-Mazurskie,Warmińsko-Mazurskie,8638487.07,8638487.07,0,0,8611393.53,8611393.53,0,0,0,0,27093.54,0,0,27093.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27093.54,0,27094,19,5147.86,5148
131,OSP.16 Spółki akcyjne,OSP.16 Joint stock companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8637979.96,8637979.96,0,0,8348076.61,8348076.61,0,0,0,0,289903.35,0,0,289903.35,0,241020,0,0,0,0,0,0,0,0,0,0,0,0,241020,0,0,0,0,0,0,48883.35,0,48883,19,9287.77,9288
132,OSP.40 Spółdzielnie,OSP.40 Cooperatives,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,30 Wielkopolskie,Wielkopolskie,8637850.68,8637850.68,0,0,8437007.84,8437007.84,0,0,0,0,200842.84,0,5281.99,206124.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206124.83,0,206125,19,39163.75,39164
133,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8637677.74,8637677.74,0,0,8367313.4,8367313.4,0,0,0,0,270364.34,0,0,270364.34,0,196720.99,0,0,0,196720.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73643.35,0,73643,19,13992.17,13992
134,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,N Działalność w zakresie usług administrowania i działalność wspierająca,N Administrative and support service activities,Admin and Support Services,12 Małopolskie,Małopolskie,8637373.72,8637373.72,0,0,8905030.34,8905030.34,0,0,0,0,0,267656.62,0,0,267656.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
135,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,30 Wielkopolskie,Wielkopolskie,8637359.4,8637359.4,0,0,8249364.86,8249364.86,0,0,0,0,387994.54,0,0,387994.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387994.54,387994.54,0,0,0,0,0,19,0,0
136,OSP.40 Spółdzielnie,OSP.40 Cooperatives,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8636156.16,8636156.16,0,0,8680068.27,8680068.27,0,0,0,0,0,43912.11,0,0,43912.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
137,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,12 Małopolskie,Małopolskie,8635778.77,8635778.77,0,0,13082869.43,13082869.43,0,0,0,0,0,4447090.66,0,0,4447090.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
138,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,30 Wielkopolskie,Wielkopolskie,8635706.43,8635706.43,0,0,8322126.9,8322126.9,0,0,0,0,313579.53,0,0,313579.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313579.53,0,313580,19,59580.2,59580
139,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,Q Opieka zdrowotna i pomoc społeczna,Q Health care and social assistance,Health,12 Małopolskie,Małopolskie,8635029.95,8635029.95,0,0,7290181.76,7290181.76,0,0,0,0,1344848.19,0,0,1344848.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1344848.19,0,1344848,19,255521.12,255521
140,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,P Edukacja,P Education,Education,14 Mazowieckie,Mazowieckie,8634861.87,8634861.87,0,0,8412492.47,8412492.47,0,0,0,0,222369.4,0,0,222369.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21036.85,21036.85,0,0,201332.55,0,201333,19,38253.27,38253
141,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,04 Kujawsko-Pomorskie,Kujawsko-Pomorskie,8634054.82,8634054.82,0,0,8647388.31,8647388.31,0,0,0,0,0,13333.49,0,0,13333.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
142,OSP.16 Spółki akcyjne,OSP.16 Joint stock companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8633564.7,8633564.7,0,0,10110934.35,10110934.35,0,0,0,0,0,1477369.65,0,0,1477369.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
143,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,16 Opolskie,Opolskie,8633543.18,8633543.18,0,0,8537987.06,8537987.06,0,0,0,0,95556.12,0,0,95556.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95556.12,0,95556,19,18155.64,18156
144,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,16 Opolskie,Opolskie,8633343.32,8633343.32,0,0,8620992.51,8620992.51,0,0,0,0,12350.81,0,0,12350.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12350.81,0,12351,19,2346.69,2347
145,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,24 Śląskie,Śląskie,8632999.99,8632999.99,0,0,8242364.94,8242364.94,0,0,0,0,390635.05,0,0,390635.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390635.05,0,390635,19,74220.65,74221
146,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,12 Małopolskie,Małopolskie,8632199.19,8632199.19,0,0,8565518.66,8565518.66,0,0,0,0,66680.53,0,0,66680.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66680.53,0,66681,19,12669.39,12669
147,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,04 Kujawsko-Pomorskie,Kujawsko-Pomorskie,8631732.37,8631732.37,0,0,7410491.7,7410491.7,0,0,0,0,1221240.67,0,0,1221240.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1221240.67,1221240.67,0,0,0,0,0,19,0,0
148,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,16 Opolskie,Opolskie,8631355.58,8631355.58,0,0,8396143.13,8396143.13,0,0,0,0,235212.45,0,0,235212.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235212.45,0,235212,19,44690.28,44690
149,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,16 Opolskie,Opolskie,8631251.11,8631251.11,0,0,8436131.19,8436131.19,0,0,0,0,195119.92,0,0,195119.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11682.02,11682.02,0,0,183437.9,0,183438,15,27515.7,27516
150,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"M Działalność profesjonalna, naukowa i techniczna","M Professional, scientific and technical activities",Professional/Scientific,04 Kujawsko-Pomorskie,Kujawsko-Pomorskie,8631040.76,8631040.76,0,0,8377335.91,8377335.91,0,0,0,0,253704.85,0,0,253704.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64371.61,64371.61,0,0,189333.24,0,189333,19,35973.27,35973
151,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,04 Kujawsko-Pomorskie,Kujawsko-Pomorskie,8630456.54,8630456.54,0,0,8598040.58,8598040.58,0,0,0,0,32415.96,0,0,32415.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32415.96,0,32416,15,4862.4,4862
152,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,04 Kujawsko-Pomorskie,Kujawsko-Pomorskie,8630201.77,8630201.77,0,0,8421726.26,8421726.26,0,0,0,0,208475.51,0,0,208475.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208475.51,0,208476,19,39610.44,39610
153,OSP.40 Spółdzielnie,OSP.40 Cooperatives,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,18 Podkarpackie,Podkarpackie,8629869.79,8629869.79,0,0,8630575.07,8630575.07,0,0,0,0,0,705.28,0,0,705.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
154,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,10 Łódzkie,Łódzkie,8629281.39,8629281.39,0,0,8789073.68,8789073.68,0,0,0,0,0,159792.29,0,0,159792.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
155,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,18 Podkarpackie,Podkarpackie,8628889.22,8628889.22,0,0,8369948.57,8369948.57,0,0,0,0,258940.65,0,0,258940.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181250,181250,0,0,77690.65,0,77691,19,14761.29,14761
156,OSP.70 Partie polityczne,OSP.70 Political parties,S Pozostała działalność usługowa,S Other service activities,Other Service Activities,18 Podkarpackie,Podkarpackie,8628587.7,8628587.7,0,0,5982475.61,5982475.61,0,0,0,0,2646112.09,0,0,2646112.09,0,2646112.09,0,0,0,0,0,0,2646112.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
157,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,02 Dolnośląskie,Dolnośląskie,8628096.58,8628096.58,0,0,9531717.55,9531717.55,0,0,0,0,0,903620.97,0,0,903620.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
158,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,12 Małopolskie,Małopolskie,8628091.17,8628091.17,0,0,8414932.83,8414932.83,0,0,0,0,213158.34,0,0,213158.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213158.34,0,213158,19,40500.02,40500
159,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,18 Podkarpackie,Podkarpackie,8627781.44,8627781.44,0,0,8388429.28,8388429.28,0,0,0,0,239352.16,0,0,239352.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239352.16,239352.16,0,0,0,0,0,19,0,0
160,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,04 Kujawsko-Pomorskie,Kujawsko-Pomorskie,8627767.89,8627767.89,0,0,8397013,8397013,0,0,0,0,230754.89,0,0,230754.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230754.89,0,230755,19,43843.45,43843
161,OSP.40 Spółdzielnie,OSP.40 Cooperatives,#NAME?,Not determined,Not determined,30 Wielkopolskie,Wielkopolskie,8627195.76,8627195.76,0,0,8997200.98,8997200.98,0,0,0,0,0,370005.22,0,0,370005.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
162,OSP.16 Spółki akcyjne,OSP.16 Joint stock companies,L Działalność związana z obsługą rynku nieruchomości,L Activity connected with servicing the real estate market,Real Estate,18 Podkarpackie,Podkarpackie,8626616.89,8626616.89,0,0,14349533.24,14349533.24,0,0,0,0,0,5722916.35,0,0,5722916.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
163,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,12 Małopolskie,Małopolskie,8626583.62,8626583.62,0,0,7300719.56,7300719.56,0,0,0,0,1325864.06,0,0,1325864.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325864.06,0,1325864,19,251914.16,251914
164,OSP.16 Spółki akcyjne,OSP.16 Joint stock companies,E Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,"E Water supply; sewerage, waste management and remediation activities",Utilities,14 Mazowieckie,Mazowieckie,8626380.08,8626380.08,0,0,7833556,7833556,0,0,0,0,792824.08,0,0,792824.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792824.08,0,792824,19,150636.56,150637
165,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,10 Łódzkie,Łódzkie,8626377.69,8626377.69,0,0,9289614.74,9289614.74,0,0,0,0,0,663237.05,0,0,663237.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
166,OSP.49 Fundusze,OSP.49 Funds,#NAME?,Not determined,Not determined,18 Podkarpackie,Podkarpackie,8626322.56,8626322.56,0,0,0,0,0,0,0,0,8626322.56,0,0,8626322.56,0,8626322.56,0,0,0,0,0,0,0,0,0,0,0,0,0,8626322.56,0,0,0,0,0,0,0,0,19,0,0
167,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,18 Podkarpackie,Podkarpackie,8625156.02,8625156.02,0,0,9614654.26,9614654.26,0,0,0,0,0,989498.24,0,0,989498.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
168,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,F Budownictwo,F Construction,Construction,30 Wielkopolskie,Wielkopolskie,8625145.78,8625145.78,0,0,7401636.5,7401636.5,0,0,0,0,1223509.28,0,0,1223509.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223509.28,0,1223509,19,232466.71,232467
169,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,04 Kujawsko-Pomorskie,Kujawsko-Pomorskie,8625108.18,8625108.18,0,0,6713226.68,6713226.68,0,0,0,0,1911881.5,0,0,1911881.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911881.5,0,1911882,19,363257.58,363258
170,OSP.40 Spółdzielnie,OSP.40 Cooperatives,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,28 Warmińsko-Mazurskie,Warmińsko-Mazurskie,8624289.66,8624289.66,0,0,8618748.35,8618748.35,0,0,0,0,5541.31,0,0,5541.31,0,5541.31,0,0,0,0,0,0,0,0,0,0,5541.31,0,0,0,0,0,0,0,0,0,0,0,19,0,0
171,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,E Dostawa wody; gospodarowanie ściekami i odpadami oraz działalność związana z rekultywacją,"E Water supply; sewerage, waste management and remediation activities",Utilities,30 Wielkopolskie,Wielkopolskie,8624084.29,8624084.29,0,0,8436827.8,8436827.8,0,0,0,0,187256.49,0,0,187256.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187256.49,0,187256,19,35578.64,35579
172,OSP.40 Spółdzielnie,OSP.40 Cooperatives,K Działalność finansowa i ubezpieczeniowa,K Financial and insurance activities,Finance,10 Łódzkie,Łódzkie,8623740.84,8623740.84,0,0,6765225.95,6765225.95,0,0,0,0,1858514.89,0,0,1858514.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1794.02,0,1294.02,500,1856720.87,0,1856721,19,352776.99,352777
173,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,"G Handel hurtowy i detaliczny; naprawa pojazdów samochodowych, włączając motocykle","G Wholesale and retail trade; repair of motor vehicles, including motorcycles",Wholesale/Retail Trade,14 Mazowieckie,Mazowieckie,8623175.43,8623175.43,0,0,8623992.39,8623992.39,0,0,0,0,0,816.96,0,0,816.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
174,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,Q Opieka zdrowotna i pomoc społeczna,Q Health care and social assistance,Health,18 Podkarpackie,Podkarpackie,8622991.12,8622991.12,0,0,6324169.85,6324169.85,0,0,0,0,2298821.27,0,0,2298821.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2298821.27,0,2298821,19,436775.99,436776
175,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,I Działalność związana z zakwaterowaniem i usługami gastronomicznymi,I Activities related to accommodation and catering services,Hotels and Restaurants,14 Mazowieckie,Mazowieckie,8622492.42,8622492.42,0,0,8217195.01,8217195.01,0,0,0,0,405297.41,0,0,405297.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405297.41,0,405297,19,77006.43,77006
176,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,J Informacja i komunikacja,J Information and communication,ICT,18 Podkarpackie,Podkarpackie,8621902.05,8621902.05,0,0,5148423.53,5148423.53,0,0,0,0,3473478.52,0,0,3473478.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3473478.52,0,3473479,19,659961.01,659961
177,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,#NAME?,Not determined,Not determined,24 Śląskie,Śląskie,8621093.59,8621093.59,0,0,7883013.02,7883013.02,0,0,0,0,738080.57,0,0,738080.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738080.57,0,738081,19,140235.39,140235
178,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,C Przetwórstwo przemysłowe,C Industrial processing,Manufacturing,30 Wielkopolskie,Wielkopolskie,8620885.35,8620885.35,0,0,8792754.64,8792754.64,0,0,0,0,0,171869.29,0,0,171869.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
179,OSP.17 Spółki z ograniczoną odpowiedzialnością,OSP.17 Limited liability companies,H Transport i gospodarka magazynowa,H Transport and storage,Transportation and Storage,14 Mazowieckie,Mazowieckie,8620573.39,8620573.39,0,0,8275866.37,8275866.37,0,0,0,0,344707.02,0,0,344707.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344707.02,0,344707,19,65494.33,65494
